"sigOBS","sigPRO","muEI1","muI1S1","muI1I2","muI2S2","muS2S1","rho","bT","q","c","delta","S1_0","S2_0","E_0","I1_0","I2_0","K_0","F_0"
0.3525,0.4659,21.0718,8.3588,17.5434,1.4852,0.1273,0.523,0.9248,0.6458,0.4208,0.02,0.8092,0.032,0.0638,0.0601,0.0348,0.73,0.1175
0.3813,0.267,45.8246,7.4655,9.7023,2.4814,0.0719,0.3926,6.1494,0.2232,0.9085,0.02,0.8313,0.0658,0.0554,0.0393,0.0081,0.83,0.1062
0.3407,0.4967,26.3208,9.6673,10.6037,1.8124,0.3449,0.062,1.7185,0.1188,0.6241,0.02,0.8287,0.0527,0.0565,0.0476,0.0144,0.4768,0.9579
0.3129,0.4463,38.2662,6.8449,10.7564,2.6339,0.5455,0.3539,3.7276,0.5005,0.7037,0.02,0.865,0.0109,0.0476,0.0142,0.0623,0.5196,0.3538
0.3672,0.308,55.0405,8.9533,7.7643,2.8417,0.8475,0.2675,9.7432,0.4396,0.1612,0.02,0.7742,0.0814,0.0161,0.0789,0.0493,0.4014,0.7684
0.1692,0.0974,20.4938,12.3445,8.1508,2.8529,0.5482,0.5111,7.9563,0.5193,0.4741,0.02,0.7917,0.0778,0.021,0.0419,0.0677,0.8355,0.9888
0.3493,0.2905,40.5214,5.57,14.5646,2.9668,0.0084,0.5307,9.9889,0.7766,0.9803,0.02,0.8424,0.0118,0.0688,0.0751,0.0019,0.2644,0.4928
0.4714,0.2947,46.9208,4.7474,13.1043,2.9479,0.4095,0.1905,3.5198,0.2275,0.5741,0.02,0.8044,0.0204,0.0518,0.0348,0.0886,0.2998,0.2197
0.3728,0.4095,36.3473,13.6222,7.6294,1.4245,0.7082,0.3459,9.8981,0.6539,0.1428,0.02,0.7665,0.0769,0.0584,0.0559,0.0423,0.9549,0.5803
0.1755,0.3924,24.6249,16.2175,8.1269,1.349,0.4695,0.2321,0.6475,0.5822,0.6977,0.02,0.8707,0.0387,0.0133,0.0566,0.0207,0.0985,0.3819
0.2923,0.2114,50.4388,6.14,2.1972,0.7908,0.305,0.8364,6.6702,0.005,0.2331,0.02,0.8226,0.0232,0.0395,0.0835,0.0311,0.3737,0.9979
0.361,0.0096,48.7315,10.9023,5.4961,1.3138,0.7399,0.7202,7.7974,0.3014,0.0826,0.02,0.8583,0.0277,0.0031,0.0326,0.0783,0.4908,0.5281
0.1303,0.2748,30.7173,2.0977,4.6786,1.9587,0.7618,0.8994,4.5525,0.3697,0.3802,0.02,0.8696,0.0139,0.0681,0.0137,0.0348,0.9021,0.2232
0.0023,0.2873,36.1412,8.6822,13.5591,2.0215,0.2734,0.0876,6.8801,0.4313,0.1274,0.02,0.8396,0.0645,0.0086,0.0404,0.0469,0.0382,0.9585
0.2092,0.4452,38.3722,17.797,11.6599,0.6747,0.6893,0.9557,8.7827,0.4197,0.2607,0.02,0.7432,0.0654,0.0807,0.0587,0.052,0.1787,0.7081
0.215,0.1302,19.3628,9.8459,4.6337,1.3631,0.3597,0.3202,0.784,0.0661,0.6913,0.02,0.8552,0.0147,0.0663,0.0092,0.0545,0.5263,0.4354
0.284,0.2645,32.0174,8.2113,14.6705,2.2808,0.9561,0.9237,8.1445,0.7651,0.8114,0.02,0.8246,0.064,0.0982,0.0092,0.004,0.4872,0.4908
0.0685,0.4751,36.984,2.6412,14.9832,2.0784,0.0994,0.9333,3.1323,0.0574,0.5738,0.02,0.7886,0.0167,0.0848,0.0418,0.0681,0.3651,0.7838
0.4701,0.3377,59.2713,15.0686,16.4095,1.4644,0.1136,0.5414,1.0775,0.6952,0.6747,0.02,0.8904,0.0184,0.0204,0.0294,0.0413,0.1534,0.6063
0.3387,0.0606,51.1394,13.3367,5.3314,2.0288,0.662,0.6814,5.6131,0.3334,0.9562,0.02,0.7892,0.061,0.0552,0.045,0.0496,0.1623,0.6006
0.1,0.0991,50.9993,9.7376,12.804,1.2294,0.378,0.8962,8.429,0.5969,0.452,0.02,0.795,0.0437,0.0528,0.0387,0.0697,0.0213,0.9673
0.1039,0.1729,52.707,13.834,11.9717,2.9229,0.2661,0.947,3.9555,0.326,0.8681,0.02,0.7929,0.0613,0.0364,0.0704,0.0391,0.6657,0.0598
0.3527,0.3308,33.2458,12.5851,2.1648,1.0773,0.6138,0.1494,7.0468,0.3732,0.9666,0.02,0.8317,0.0388,0.0488,0.0611,0.0196,0.8864,0.9269
0.0157,0.4687,14.5289,14.246,4.0361,2.9802,0.4672,0.3169,6.358,0.4808,0.4775,0.02,0.8523,0.016,0.0399,0.046,0.0458,0.0938,0.832
0.023,0.4138,57.07,9.0706,5.5258,0.328,0.3531,0.3327,6.6271,0.9581,0.195,0.02,0.8476,0.0265,0.0584,0.035,0.0324,0.0433,0.0112
0.3338,0.2395,37.3674,5.4748,5.157,2.3744,0.0102,0.8069,9.7405,0.5387,0.8218,0.02,0.7877,0.0497,0.078,0.0494,0.0351,0.033,0.6273
0.3764,0.2985,33.4372,3.1066,9.6178,0.1421,0.2017,0.0111,0.1231,0.6484,0.3497,0.02,0.8284,0.0442,0.0393,0.016,0.0722,0.0713,0.6223
0.3158,0.049,57.3993,5.537,5.1278,2.0219,0.006,0.519,6.5046,0.349,0.69,0.02,0.8389,0.03,0.0571,0.0244,0.0497,0.619,0.7764
0.2586,0.4908,44.0033,12.8765,10.3634,2.1393,0.2802,0.736,7.4989,0.698,0.4271,0.02,0.8092,0.011,0.0425,0.0706,0.0667,0.082,0.2665
0.0863,0.1615,24.0311,11.3712,9.3559,1.7701,0.2915,0.7946,5.3365,0.9533,0.8451,0.02,0.8591,0.0386,0.0126,0.0264,0.0634,0.9831,0.128
0.3406,0.019,42.1706,10.7775,11.27,2.9247,0.2374,0.0147,7.2596,0.8819,0.9309,0.02,0.837,0.0023,0.0769,0.0772,0.0065,0.0816,0.1839
0.3571,0.2183,50.9539,3.3759,9.8434,0.201,0.8494,0.0657,5.5203,0.8294,0.6506,0.02,0.8919,0.0571,0.0334,0.0157,0.0019,0.4151,0.7101
0.3611,0.3927,36.2717,15.1631,3.6354,1.7591,0.1394,0.6457,1.9216,0.2826,0.3548,0.02,0.8284,0.0422,0.0776,0.0122,0.0396,0.7344,0.3962
0.3079,0.478,16.9609,2.0847,17.8846,1.5085,0.0332,0.6788,0.6501,0.8208,0.6735,0.02,0.7755,0.0687,0.0679,0.0285,0.0593,0.3409,0.3752
0.2828,0.2143,42.1361,12.8144,10.8137,1.5913,0.5209,0.7109,8.429,0.9202,0.0014,0.02,0.7789,0.0047,0.0592,0.0689,0.0882,0.6701,0.451
0.3086,0.369,57.2219,14.4376,2.4884,0.6209,0.6335,0.4437,2.5365,0.6616,0.9384,0.02,0.8015,0.0606,0.0433,0.0498,0.0448,0.2155,0.3159
0.4405,0.1739,28.1953,6.8084,16.9152,2.6748,0.2837,0.5227,2.625,0.3582,0.8458,0.02,0.8241,0.0972,0.0442,0.0109,0.0236,0.5352,0.7275
0.1241,0.0377,17.4301,12.2157,13.7788,2.7797,0.9418,0.7494,8.7009,0.6508,0.9685,0.02,0.8569,0.0326,0.0303,0.0039,0.0763,0.0094,0.0453
0.3536,0.2703,35.3217,3.6079,2.2898,1.7356,0.6046,0.8024,6.0457,0.839,0.3479,0.02,0.7615,0.0316,0.0474,0.0781,0.0813,0.608,0.1904
0.1413,0.4593,26.6224,8.4524,3.0704,2.3305,0.469,0.5476,1.1413,0.198,0.7915,0.02,0.7801,0.0605,0.0239,0.0722,0.0633,0.0892,0.7674
0.2631,0.3525,24.0176,15.8037,11.1108,1.5569,0.2735,0.5252,2.106,0.232,0.2892,0.02,0.8187,0.0786,0.0828,0.0149,0.0051,0.6088,0.3329
0.4859,0.097,19.077,8.3289,4.2683,1.905,0.8338,0.2948,5.4201,0.1638,0.1003,0.02,0.7973,0.0525,0.0607,0.0245,0.065,0.9507,0.9158
0.4847,0.4196,29.6123,5.8317,11.8007,0.9633,0.1586,0.4635,2.6747,0.6703,0.4661,0.02,0.7806,0.0859,0.0204,0.0423,0.0708,0.2229,0.1578
0.4373,0.0659,49.3084,5.6383,16.4261,0.1333,0.0866,0.6352,5.6163,0.9143,0.6904,0.02,0.7922,0.0691,0.0101,0.0946,0.0339,0.93,0.5341
0.1749,0.0389,25.9066,2.9702,2.8944,1.5415,0.6733,0.6044,8.4638,0.8339,0.3276,0.02,0.8493,0.0098,0.0768,0.0498,0.0144,0.1184,0.8725
0.1848,0.2562,39.9172,6.2022,12.2749,0.6585,0.0698,0.0353,3.1538,0.9228,0.7336,0.02,0.768,0.0587,0.0622,0.0335,0.0777,0.3282,0.9891
0.0353,0.1111,16.4047,11.5392,7.4553,2.7642,0.8523,0.3324,0.3227,0.2267,0.229,0.02,0.8624,0.058,0.0435,0.0261,0.0099,0.0801,0.636
0.1785,0.1055,15.9178,7.8547,13.9987,0.7339,0.024,0.8764,6.3683,0.7733,0.0556,0.02,0.8046,0.0064,0.0195,0.0852,0.0842,0.8855,0.3976
0.2276,0.2923,58.3058,17.6721,14.4482,2.3651,0.9213,0.0531,0.8584,0.7927,0.2031,0.02,0.8495,0.0033,0.0379,0.0084,0.101,0.6886,0.9146
0.1272,0.0052,30.3895,11.2014,16.7155,0.7218,0.3982,0.4561,0.5334,0.6191,0.1775,0.02,0.7241,0.0678,0.0661,0.0773,0.0647,0.3176,0.1646
0.4262,0.086,26.964,8.2438,13.4519,2.7534,0.406,0.2178,1.3405,0.3536,0.5023,0.02,0.8163,0.0738,0.026,0.0026,0.0813,0.6244,0.9925
0.4928,0.0862,33.9817,10.1636,3.3102,2.1694,0.609,0.0914,9.9093,0.0557,0.1976,0.02,0.7914,0.0549,0.0478,0.0227,0.0832,0.2541,0.3454
0.436,0.0977,55.8184,16.2867,4.9382,0.3491,0.7422,0.1902,5.4501,0.2731,0.1201,0.02,0.926,0.0105,2e-04,0.0487,0.0146,0.7283,0.9419
0.115,0.1337,16.9775,5.12,2.2383,1.6859,0.3325,0.7119,2.1793,0.2098,0.0735,0.02,0.7503,0.0375,0.0769,0.0761,0.0592,0.3825,0.0369
0.4857,0.4128,45.3636,7.0898,5.2276,2.3018,0.2169,0.9995,3.9038,0.6361,0.9325,0.02,0.8111,0.0817,0.0317,0.0286,0.047,0.1337,0.1491
0.3344,0.2311,19.0056,12.6872,6.4084,2.3568,0.7065,0.6718,9.3901,0.5312,0.8146,0.02,0.831,0.0594,0.0025,0.0241,0.083,0.5373,0.3323
0.3501,0.3798,31.4747,4.1082,14.7081,0.7786,0.8204,0.9781,4.0891,0.8227,0.9512,0.02,0.8213,0.0098,0.0682,0.0785,0.0222,0.1676,0.4969
0.2545,0.2878,49.5167,13.2077,16.7251,2.309,0.9373,0.506,5.7573,0.1148,0.6732,0.02,0.7867,0.079,0.042,0.0243,0.068,0.0452,0.515
0.1045,0.1453,32.7046,11.4342,7.2445,2.1889,0.9745,0.727,0.5969,0.2235,0.8598,0.02,0.7888,0.0163,0.0572,0.0755,0.0622,0.2481,0.2798
0.2716,0.4328,52.9624,5.9073,10.0767,1.2932,0.4307,0.6514,1.6583,0.4352,0.35,0.02,0.8517,0.0271,0.0159,0.0157,0.0897,0.396,0.6547
0.2805,0.1302,19.9683,10.2643,14.2286,2.6132,0.1121,0.8736,7.8267,0.7288,0.2191,0.02,0.7399,0.0849,0.0383,0.0548,0.0821,0.2894,0.2206
0.0096,0.1906,36.2171,6.0433,3.0084,1.5495,0.2295,0.7404,6.7057,0.2805,0.3715,0.02,0.8301,0.033,0.013,0.0687,0.0553,0.175,0.9786
0.4879,0.0795,42.9743,6.0604,6.7165,1.558,0.8338,0.4983,8.185,0.9316,0.336,0.02,0.8165,0.0361,0.051,0.0137,0.0826,0.7729,0.4095
0.2556,0.3298,22.9678,12.2441,15.6308,2.9506,0.7501,0.6803,2.8289,0.3528,0.3903,0.02,0.8569,0.0152,0.0448,0.0031,0.08,0.8027,0.2642
0.136,0.3194,52.8873,11.6618,10.0597,2.2667,0.3087,0.736,8.2531,0.0232,0.7931,0.02,0.8871,0.0014,0.0237,0.0063,0.0815,0.6904,0.2154
0.3883,0.2089,45.8406,7.5733,12.0972,1.7762,0.377,0.1615,2.0677,0.0506,0.8111,0.02,0.7829,0.0746,0.0228,0.0474,0.0722,0.0583,0.3075
0.0132,0.4218,39.0988,16.4797,17.8465,2.1989,0.4885,0.0795,1.6928,0.2758,0.5169,0.02,0.8575,0.0767,0.0289,0.0128,0.0241,0.0091,0.4281
0.1449,0.322,18.4506,3.3521,7.0219,1.8835,0.1004,0.7558,2.8499,0.0665,0.7978,0.02,0.8139,0.0228,0.0838,0.0525,0.0271,0.5755,0.8756
0.2174,0.1532,48.3723,5.765,10.0231,1.5118,0.1147,0.1001,5.9737,0.9463,0.7412,0.02,0.9161,0.0449,0.0196,0.0022,0.0171,0.6016,0.4626
0.442,0.0557,44.6548,5.514,9.8067,2.5163,0.6078,0.4619,1.951,0.9417,0.0035,0.02,0.8947,8e-04,0.0174,0.0332,0.054,0.6427,0.643
0.4924,0.1251,32.7497,5.9964,16.5067,1.3638,0.4163,0.419,6.988,0.0784,0.2897,0.02,0.9321,0.0284,0.0015,0.0161,0.0219,0.065,0.6042
0.2151,0.0612,41.6318,17.6357,3.8952,2.3774,0.7873,0.6344,7.3671,0.799,0.2436,0.02,0.8431,0.0363,0.0067,0.0172,0.0966,0.8706,0.4735
0.0602,0.3515,37.5632,7.287,16.6144,2.0463,0.7993,0.5187,1.3846,0.3311,0.4978,0.02,0.867,0.0346,0.0054,0.0826,0.0104,0.0919,0.7345
0.1406,0.4142,41.8488,16.1163,11.9589,1.1003,0.9938,0.2126,4.2806,0.4144,0.5033,0.02,0.7797,0.0886,0.0391,0.0548,0.0377,0.3794,0.3538
0.3624,0.0374,27.4298,9.1963,14.1011,2.7373,0.0236,0.3283,7.5465,0.6354,0.2801,0.02,0.7745,0.029,0.0802,0.0617,0.0546,0.3367,0.9038
0.1467,0.1267,26.4648,8.715,9.6078,2.3352,0.7906,0.2117,5.5058,0.3936,0.0262,0.02,0.7386,0.0778,0.0637,0.0497,0.0702,0.4746,0.0245
0.11,0.2934,48.7365,16.0596,8.6273,0.1273,0.0762,0.0015,2.1528,0.8958,0.4379,0.02,0.8307,0.0094,0.0201,0.057,0.0828,0.0337,0.9804
0.4421,0.3343,37.4899,5.6312,4.5342,2.2561,0.4753,0.8883,6.8509,0.4104,0.6632,0.02,0.7976,0.0283,0.0578,0.0795,0.0369,0.6463,0.7961
0.1296,0.378,43.3005,4.286,2.7872,0.8279,0.3835,0.0396,4.0232,0.2118,0.1065,0.02,0.8256,0.0823,0.0388,0.0298,0.0235,0.5395,0.2068
0.1847,0.304,29.5294,15.3629,8.7044,0.5058,0.706,0.7418,8.1349,0.6711,0.3897,0.02,0.7946,0.0113,0.0351,0.0896,0.0693,0.8082,0.3253
0.3311,0.2831,26.2962,15.0602,8.1949,1.6047,0.5718,0.7063,3.7994,0.7841,0.2055,0.02,0.7796,0.0282,0.0868,0.089,0.0165,0.5371,0.8507
0.4088,0.1071,47.7513,14.5244,10.1369,2.8141,0.1726,0.9499,4.8227,0.8676,0.7877,0.02,0.8671,0.009,0.0431,0.0508,0.0301,0.164,0.9028
0.3462,0.3185,51.9775,8.3622,5.94,2.1639,0.8426,0.5769,0.5515,0.3462,0.846,0.02,0.7968,0.0349,0.0081,0.0848,0.0754,0.2018,0.6094
0.4967,0.2554,46.6372,9.5694,12.3767,0.7525,0.0033,0.8681,8.5318,0.8735,0.1145,0.02,0.8598,0.0841,0.0293,0.0045,0.0223,0.8667,0.6513
0.0032,0.3341,54.2259,15.8145,4.2556,1.6739,0.5385,0.1402,6.4971,0.136,0.4124,0.02,0.8087,0.0679,0.077,0.0318,0.0146,0.0998,0.2073
0.3832,0.184,16.0848,2.1456,5.1567,2.4467,0.6849,0.9748,6.8454,0.5673,0.7213,0.02,0.8904,0.0046,0.0283,0.0091,0.0676,0.7071,0.365
0.2895,0.3506,24.8921,13.0956,9.4937,1.5328,0.1236,0.1133,2.4856,0.8655,0.4118,0.02,0.8688,0.0457,0.0133,9e-04,0.0712,0.8205,0.2545
0.121,0.4075,40.7512,6.5608,17.7355,0.9452,0.6994,0.5055,9.95,0.2415,0.2376,0.02,0.8054,0.0643,0.0485,0.0241,0.0577,0.6266,0.4169
0.4007,0.1968,32.4709,2.2172,4.0661,2.4258,0.592,0.9646,5.0568,0.9805,0.1524,0.02,0.7661,0.0622,0.0502,0.0492,0.0723,0.2608,0.2388
0.1131,0.4208,38.6861,5.3804,16.2731,0.1727,0.2544,0.6899,3.5869,0.3498,0.0029,0.02,0.7745,0.0502,0.0784,0.0782,0.0186,0.7559,0.0743
0.1463,0.4812,31.0974,3.5667,3.6707,0.8297,0.1469,0.3175,6.7918,0.6547,0.3426,0.02,0.8029,0.0351,0.0592,0.0155,0.0874,0.2066,0.5184
0.3521,0.4242,38.8991,14.889,14.765,0.3776,0.2392,0.3433,8.6912,0.758,0.6396,0.02,0.8289,0.0646,0.0281,0.0076,0.0708,0.929,0.7491
0.3642,0.1099,45.0253,3.5813,17.5245,1.3698,0.9369,0.2109,8.8895,0.636,0.9029,0.02,0.8713,0.0631,0.0196,0.043,0.0029,0.9922,0.8829
0.4971,0.1939,42.9761,2.4244,5.4559,2.5478,0.8725,0.6733,7.3113,0.5306,0.4872,0.02,0.8967,0.0124,4e-04,0.062,0.0286,0.2402,0.4864
0.4288,0.3547,43.6837,7.496,14.0161,1.8707,0.1332,0.4998,6.8296,0.0556,0.1869,0.02,0.741,0.0662,0.0596,0.0503,0.083,0.1224,0.3852
0.0246,0.3228,17.3221,4.3721,7.1232,0.167,0.2909,0.1952,0.2148,0.0223,0.7992,0.02,0.82,0.0827,0.0396,0.0116,0.0462,0.9528,0.0823
0.3931,0.0138,32.2104,14.573,5.9587,2.546,0.782,0.4218,4.7095,0.2073,0.7444,0.02,0.8337,0.0056,0.0898,0.0385,0.0325,0.7669,0.9285
0.1806,0.0661,23.1467,11.1548,11.4617,1.5921,0.5612,0.5046,6.4764,0.2222,0.7745,0.02,0.803,0.0525,0.0679,0.0699,0.0067,0.6229,0.3416
0.2033,0.0852,30.0696,9.2194,12.7966,2.4456,0.522,0.7773,8.113,0.9062,0.624,0.02,0.7856,0.0574,0.0768,0.0677,0.0126,0.0511,0.4433
0.4386,0.251,43.0683,16.3747,16.498,2.7027,0.0728,0.6973,6.0899,0.1466,0.5013,0.02,0.8478,0.0197,0.0665,0.0251,0.0409,0.3885,0.2107
0.177,0.3781,40.8466,17.2988,4.0632,2.4887,0.8583,0.4977,6.3905,0.7411,0.1109,0.02,0.8124,0.058,0.0458,0.0485,0.0354,0.0774,0.9781
0.4616,5e-04,28.4637,5.7634,6.087,0.5959,0.2895,0.4987,5.4481,0.0467,0.6914,0.02,0.8173,0.0042,0.0457,0.0771,0.0557,0.861,0.6927
0.071,0.0888,33.5776,12.9885,8.9351,1.8502,0.198,0.6769,2.0491,0.7592,0.9599,0.02,0.7949,0.0475,0.0667,0.0367,0.0543,0.7836,0.5367
0.0317,0.0136,25.3364,14.6942,15.8891,2.9608,0.5392,0.9836,1.0047,0.3031,0.7157,0.02,0.8241,0.045,0.0219,0.0655,0.0434,0.4331,0.4168
0.2605,0.181,28.6115,8.2758,6.165,2.4248,0.4564,0.5883,9.2725,0.2217,0.826,0.02,0.8384,0.091,0.0359,0.005,0.0297,0.0592,0.7153
0.2851,0.435,44.3461,16.692,2.7677,0.6667,0.9401,0.5373,2.9837,0.7986,0.9149,0.02,0.7907,0.0612,0.0446,0.0687,0.0348,0.6796,0.2139
0.4991,0.0802,21.3739,11.7602,15.2463,0.2745,0.4696,0.7788,5.7614,0.1832,0.3898,0.02,0.8356,0.0303,0.0317,0.0288,0.0737,0.0137,0.7206
0.3405,0.253,60.1163,14.8345,14.6457,2.7666,0.6725,0.4762,1.7167,0.8358,0.6552,0.02,0.8613,0.0158,0.0579,0.0493,0.0157,0.118,0.6472
0.1742,0.2772,42.9497,5.5353,5.8622,1.9604,0.8321,0.9631,5.5525,0.9755,0.9908,0.02,0.8239,0.0751,0.0455,0.0398,0.0157,0.6779,0.7979
0.0216,0.4731,36.9528,13.5725,4.4412,2.4823,0.9245,0.5807,8.0909,0.3981,0.739,0.02,0.8866,0.0303,0.0385,0.0107,0.0339,0.9195,0.0864
0.2369,0.0917,39.5429,14.6167,11.2649,2.1026,0.476,0.1922,4.7847,0.6648,0.8089,0.02,0.8041,0.0637,0.0527,0.038,0.0415,0.11,0.5479
0.4721,0.2498,44.866,11.8821,4.5443,2.5559,0.2283,0.3797,6.303,0.1958,0.9269,0.02,0.7672,0.0542,0.0845,0.0765,0.0177,0.4704,0.7891
0.3284,0.4341,25.423,12.8897,17.9851,2.675,0.5193,0.7068,2.5167,0.0579,0.6512,0.02,0.7949,0.0325,0.0459,0.0833,0.0434,0.8861,0.9481
0.4509,0.0546,23.651,7.6788,9.152,1.3755,0.4494,0.9111,8.9955,0.713,0.2575,0.02,0.8313,0.0098,0.0011,0.0931,0.0647,0.3874,0.9229
0.3842,0.3534,31.8205,7.0955,10.5361,2.0759,0.2579,0.8123,9.1156,0.2078,0.4571,0.02,0.8498,0.0494,0.0166,0.0092,0.075,0.8771,0.1291
0.2333,0.1168,40.1735,11.4381,14.3465,0.8717,0.3207,0.8886,5.6718,0.8461,0.8368,0.02,0.8835,0.0425,0.0011,0.0372,0.0357,0.7306,0.0253
0.2572,0.358,33.0785,10.3726,11.6307,1.6098,0.8547,0.7058,0.8973,0.9997,0.3869,0.02,0.8421,0.078,0.0285,0.0155,0.0358,0.7259,0.9603
0.3495,0.1907,35.2367,12.1775,5.1873,1.9003,0.262,0.5681,1.3301,0.3605,0.4982,0.02,0.84,0.0071,0.0229,0.0449,0.0851,0.903,0.9202
0.4223,0.1314,20.7673,4.4479,8.243,0.2447,0.7769,0.0168,1.0401,0.863,0.4544,0.02,0.7618,0.0375,0.0749,0.0503,0.0755,0.7469,0.6126
0.0377,0.255,59.9921,11.2082,11.45,1.1259,0.7803,0.6255,7.4776,0.7129,0.9965,0.02,0.809,0.0334,0.0808,0.0151,0.0616,0.1309,0.2473
0.2585,0.1347,30.6577,14.0423,16.4937,2.321,0.6588,0.5993,8.4402,0.8634,0.7647,0.02,0.8886,0.0271,0.0055,0.0048,0.074,0.503,0.7709
0.4169,0.4608,48.246,8.3268,17.3739,0.3815,0.5874,0.9187,5.9053,0.8334,0.6856,0.02,0.7762,0.0613,0.0553,0.0388,0.0684,0.9447,0.7011
0.3304,0.2439,27.9503,2.5332,12.8786,1.9553,0.1853,0.0878,4.2835,0.1564,0.5132,0.02,0.8271,0.0675,0.0255,0.0518,0.0281,0.5379,0.6944
0.1287,0.2176,60.4763,17.9919,14.4453,0.1989,0.8357,0.1996,6.5952,0.563,0.874,0.02,0.8779,0.0807,0.0208,0.0066,0.0139,0.3414,0.9474
0.1413,0.3687,47.2462,12.7889,12.9492,0.4734,0.8601,0.6264,0.1031,0.2121,0.0878,0.02,0.8573,0.0222,0.0406,0.0288,0.0511,0.1542,0.8543
0.1008,0.3962,40.7808,2.0726,10.4489,1.27,0.5882,0.958,8.7806,0.6008,0.1998,0.02,0.8319,0.0318,0.0149,0.0337,0.0877,0.5637,0.5975
0.3392,0.2719,31.1955,4.4341,12.4666,2.0737,0.8538,0.9416,7.9708,0.5249,0.3479,0.02,0.756,0.0628,0.0823,0.0179,0.0809,0.3546,0.3234
0.129,0.4234,45.4125,9.6197,4.6615,1.8265,0.7425,0.7821,4.2826,0.2615,0.5811,0.02,0.9243,0.0083,0.0145,0.0044,0.0485,0.2437,0.205
0.1011,0.0547,50.7573,15.3224,13.6995,2.4581,0.8145,0.6988,9.3148,0.5616,0.8603,0.02,0.7658,0.0793,0.0816,0.0367,0.0365,0.5469,0.3213
0.4861,0.1933,37.2914,16.5164,17.4296,2.3508,0.1929,0.0204,4.0769,0.9399,0.3172,0.02,0.79,0.0788,0.05,0.0311,0.0501,0.5431,0.4636
0.2324,0.148,14.0929,12.004,10.6637,1.0174,0.588,0.2614,5.6253,0.0296,0.0488,0.02,0.8336,0.0466,0.0341,0.0386,0.0472,0.5881,0.7575
0.2803,0.358,26.3889,7.9942,13.4426,1.5185,0.1817,0.9056,9.8811,0.5304,0.4355,0.02,0.7337,0.0818,0.0189,0.0841,0.0815,0.289,0.8088
0.1947,0.3517,16.0638,15.2622,8.2439,1.9923,0.1205,0.4385,2.2544,0.5077,0.3947,0.02,0.8028,0.0167,0.0856,0.0323,0.0627,0.1258,0.1512
0.4903,0.3516,20.0391,2.3293,17.9076,2.8212,0.466,0.0301,8.5192,0.9242,0.1822,0.02,0.8306,0.0339,0.0464,0.0347,0.0544,0.6465,0.1568
0.1141,0.1455,40.088,2.4593,6.6894,1.1872,0.9085,0.6894,1.449,0.6424,0.0595,0.02,0.8665,0.0187,0.01,0.0839,0.0208,0.2102,0.728
0.2255,0.0758,33.4209,8.5742,5.403,0.7323,0.0892,0.2533,9.4004,0.9707,0.7567,0.02,0.7884,0.0826,0.0119,0.0587,0.0584,0.5035,0.758
0.3962,0.0868,38.9914,7.8298,10.2226,2.0896,0.0265,0.4056,5.6709,0.4531,0.0665,0.02,0.8251,0.0175,0.0674,0.0452,0.0448,0.6776,0.6305
0.4638,0.1442,37.8396,11.8555,12.3033,0.451,0.677,0.6481,9.6172,0.1072,0.4518,0.02,0.8489,0.018,0.0287,0.0228,0.0816,0.8705,0.2932
0.4752,0.4199,39.8829,7.3017,4.1326,2.6429,0.8502,0.3647,4.5421,0.3751,0.9987,0.02,0.9082,0.0138,0.0283,0.007,0.0427,0.3532,0.5837
0.1318,0.4961,31.7803,13.7203,6.8952,1.6341,0.8504,0.5526,7.6068,0.1608,0.9408,0.02,0.8547,0.0174,0.0755,0.0362,0.0162,0.6544,0.7468
0.1435,0.3806,49.2855,3.0452,7.2365,0.539,0.811,0.9896,9.0875,0.3265,0.1048,0.02,0.7882,0.0699,0.0472,0.0342,0.0605,0.45,0.2524
0.0819,0.442,16.7787,9.5776,11.0394,0.2235,0.1377,0.3549,0.1177,0.8992,0.0522,0.02,0.7757,0.079,0.0434,0.0838,0.0182,0.4216,0.8946
0.4198,0.026,18.7811,12.3582,2.0442,2.5593,0.1811,0.4791,7.1917,0.3413,0.9077,0.02,0.7661,0.0753,0.0286,0.0749,0.0552,0.8695,0.4806
0.1756,0.0078,35.7748,2.2538,4.0738,2.8575,0.2775,0.8789,0.7784,0.8082,0.9694,0.02,0.8403,0.0151,0.0108,0.0766,0.0572,0.6322,0.04
0.4106,0.3889,18.7927,8.689,11.0263,1.4659,0.7453,0.8702,1.0538,0.6509,0.6664,0.02,0.8707,0.0695,0.0175,0.0244,0.018,0.0507,0.8262
0.2071,0.3819,49.253,12.2097,9.0651,1.8593,0.9491,0.4625,3.8438,0.3021,0.9762,0.02,0.7997,0.0557,0.0607,0.0721,0.0119,0.5686,0.0546
0.1559,0.2934,34.4011,12.6981,11.3786,2.608,0.472,0.4687,9.9088,0.4903,0.3968,0.02,0.7453,0.0424,0.0727,0.0889,0.0507,0.9702,0.7759
0.4614,0.4222,37.436,11.4255,13.3345,2.4819,0.6884,0.9279,2.6238,0.0712,0.3411,0.02,0.8561,0.0441,0.0579,0.0088,0.0331,0.1897,0.1095
0.4873,0.2921,23.7619,8.8854,11.8482,2.6099,0.366,0.8646,4.3656,0.856,0.925,0.02,0.8646,0.0069,0.0082,0.0351,0.0852,0.0861,0.4307
0.0331,0.1261,42.7902,8.8736,15.9103,2.6912,0.621,0.6135,1.6014,0.7334,0.2071,0.02,0.8559,0.0217,0.0432,0.0144,0.0648,0.3621,0.2718
